Instancia:  instances/ms_58_9.txt
# Parámetros de la instancia
Número de haplotipos: 58
Número de genotipos: 29
Cantidad de sitios polimórficos: 9
Haplotipos:
[1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 1, 1, 1]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 1, 1, 1]
[0, 0, 0, 0, 1, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 1, 1, 1]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 1, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 1, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 0, 0]
[1, 1, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 1, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 1, 1, 1]
[1, 1, 1, 1, 0, 0, 0, 0, 0]
Genotipos:
[2, 2, 2, 2, 2, 0, 0, 0, 0]
[2, 0, 2, 2, 0, 0, 2, 2, 2]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[2, 0, 2, 2, 0, 0, 2, 2, 2]
[0, 0, 0, 0, 1, 0, 0, 0, 0]
[2, 0, 2, 2, 0, 0, 2, 2, 2]
[1, 2, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 2, 0, 0, 0]
[2, 0, 2, 2, 2, 0, 0, 0, 0]
[2, 0, 2, 2, 2, 0, 0, 0, 0]
[1, 2, 1, 1, 0, 0, 0, 0, 0]
[1, 2, 1, 1, 0, 0, 0, 0, 0]
[2, 0, 2, 2, 2, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[2, 0, 2, 2, 2, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[2, 0, 2, 2, 2, 0, 0, 0, 0]
[2, 0, 2, 2, 2, 0, 0, 0, 0]
[2, 0, 2, 2, 2, 0, 0, 0, 0]
[2, 0, 2, 2, 2, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[2, 0, 2, 2, 2, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[2, 0, 2, 2, 2, 0, 0, 0, 0]
[1, 2, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[2, 2, 2, 2, 0, 0, 2, 2, 2]
Solving...
######
instances/ms_58_9.txt,0,29,9,0,0.435044,537554,454788
