Instancia:  instances/ms_34_15.txt
# Parámetros de la instancia
Número de haplotipos: 34
Número de genotipos: 17
Cantidad de sitios polimórficos: 15
Haplotipos:
[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]
[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]
[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]
[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]
[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]
[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]
[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
[0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Genotipos:
[0, 2, 0, 0, 2, 2, 0, 2, 2, 0, 0, 0, 2, 0, 2]
[2, 0, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
[1, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0]
[0, 2, 0, 0, 2, 2, 0, 2, 2, 0, 0, 0, 2, 0, 2]
[1, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0]
[2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]
[2, 2, 0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 2, 2]
[2, 0, 0, 2, 2, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 2, 0, 2]
[2, 2, 0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 0, 2, 0]
[0, 2, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0]
[2, 2, 2, 2, 0, 2, 0, 0, 2, 2, 0, 0, 0, 2, 0]
[2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0]
[2, 0, 0, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 2, 0]
[2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0]
Solving...
######
instances/ms_34_15.txt,0,17,15,0,0.317799,145386,485288
