Instancia:  instances/ms_58_14.txt
# Parámetros de la instancia
Número de haplotipos: 58
Número de genotipos: 29
Cantidad de sitios polimórficos: 14
Haplotipos:
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]
[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]
Genotipos:
[2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 2]
[2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 2]
[2, 2, 0, 0, 2, 2, 0, 2, 2, 2, 0, 2, 2, 0]
[2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 0]
[1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 2]
[2, 2, 0, 0, 2, 2, 0, 2, 2, 0, 0, 2, 2, 0]
[2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 2]
[2, 2, 0, 0, 2, 2, 0, 2, 2, 2, 0, 2, 2, 0]
[0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 2, 2, 2, 2]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]
[0, 0, 2, 0, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2]
[2, 2, 0, 0, 2, 2, 0, 2, 2, 0, 0, 2, 2, 0]
[0, 0, 0, 0, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2]
[2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 2]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 2]
[2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 1, 2]
[1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
[2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 2]
[2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 2]
[2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 0, 2, 2, 0]
[2, 2, 0, 0, 2, 2, 0, 2, 2, 0, 0, 2, 2, 0]
[2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 1, 2]
[2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 2]
[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]
Solving...
######
instances/ms_58_14.txt,0,29,14,0,1.562095,582494,1365084
