Instancia:  instances/ms_58_6.txt
# Parámetros de la instancia
Número de haplotipos: 58
Número de genotipos: 29
Cantidad de sitios polimórficos: 6
Haplotipos:
[1, 0, 0, 0, 1, 1]
[1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[1, 1, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 1]
[0, 0, 0, 0, 0, 0]
[1, 1, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 1, 1]
[1, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 0, 0]
[1, 1, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 1]
[1, 0, 0, 0, 1, 1]
[1, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 0]
[1, 1, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0]
[1, 0, 1, 0, 0, 0]
[1, 0, 0, 0, 1, 1]
[1, 0, 0, 0, 1, 1]
[1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 1]
[0, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 1, 1]
[0, 0, 0, 0, 0, 0]
[1, 1, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 0]
[1, 1, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
Genotipos:
[1, 0, 0, 0, 2, 2]
[2, 2, 0, 0, 0, 2]
[1, 0, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 1]
[2, 2, 0, 0, 0, 2]
[1, 0, 0, 0, 0, 2]
[2, 0, 0, 0, 2, 2]
[1, 0, 0, 2, 0, 0]
[1, 2, 0, 0, 0, 2]
[1, 0, 0, 2, 0, 0]
[1, 0, 0, 0, 0, 1]
[1, 0, 0, 0, 2, 1]
[1, 0, 0, 0, 0, 2]
[1, 0, 0, 0, 0, 2]
[1, 0, 0, 0, 0, 2]
[1, 2, 0, 0, 0, 2]
[1, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 2]
[1, 0, 2, 2, 0, 0]
[1, 0, 0, 0, 1, 1]
[2, 0, 0, 0, 0, 0]
[2, 0, 0, 0, 0, 2]
[2, 0, 0, 0, 2, 2]
[1, 2, 0, 0, 0, 2]
[1, 2, 0, 0, 0, 2]
[2, 0, 0, 0, 0, 0]
[2, 0, 0, 2, 0, 0]
[2, 0, 0, 0, 0, 0]
Solving...
######
instances/ms_58_6.txt,0,29,6,0,0.13117200000000007,552998,162012
