Instancia:  instances/ms_60_11.txt
# Parámetros de la instancia
Número de haplotipos: 60
Número de genotipos: 30
Cantidad de sitios polimórficos: 11
Haplotipos:
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]
[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
Genotipos:
[0, 0, 1, 2, 1, 1, 0, 0, 0, 2, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 2, 0, 0, 1]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]
[0, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0]
[0, 0, 2, 0, 2, 2, 0, 0, 2, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 2]
[0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 2]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 2, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
[2, 0, 1, 2, 1, 1, 0, 0, 0, 0, 2]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 2]
[0, 0, 1, 2, 1, 1, 0, 0, 0, 2, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 2]
[0, 0, 1, 2, 1, 1, 0, 0, 0, 2, 0]
[0, 0, 2, 2, 2, 2, 0, 0, 2, 0, 0]
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 2]
[0, 0, 1, 2, 1, 1, 0, 0, 0, 2, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 2, 2]
[0, 2, 2, 0, 2, 2, 0, 2, 0, 0, 2]
[0, 0, 2, 0, 2, 2, 0, 0, 2, 0, 2]
[0, 0, 2, 0, 2, 2, 0, 0, 2, 0, 0]
[0, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 2, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
Solving...
######
instances/ms_60_11.txt,0,30,11,0,0.3770069999999999,707900,440210
