Instancia:  instances/ms_38_14.txt
# Parámetros de la instancia
Número de haplotipos: 38
Número de genotipos: 19
Cantidad de sitios polimórficos: 14
Haplotipos:
[0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]
[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
Genotipos:
[0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 0, 0]
[0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 2, 0, 0]
[2, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 2, 2, 0, 0]
[0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 2, 0, 2]
[0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 2, 0, 0]
[2, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 2, 0]
[2, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 2, 0, 0]
[0, 0, 2, 2, 2, 2, 0, 2, 2, 0, 0, 2, 0, 0]
[2, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 2, 0]
[0, 0, 2, 2, 1, 2, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 2, 0, 0]
[0, 2, 0, 0, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2]
[0, 2, 0, 0, 2, 0, 2, 2, 2, 0, 0, 2, 0, 0]
[0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 0, 2, 0, 0]
[0, 0, 0, 0, 2, 0, 2, 2, 2, 0, 0, 2, 0, 0]
[0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 0, 2, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
Solving...
######
instances/ms_38_14.txt,0,19,14,0,0.31863600000000003,253154,485836
