Instancia:  instances/ms_38_11.txt
# Parámetros de la instancia
Número de haplotipos: 38
Número de genotipos: 19
Cantidad de sitios polimórficos: 11
Haplotipos:
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1]
[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
Genotipos:
[2, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2]
[1, 2, 0, 0, 1, 0, 0, 0, 2, 0, 0]
[2, 0, 0, 0, 2, 2, 2, 0, 2, 2, 0]
[2, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2]
[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
[2, 0, 0, 0, 2, 2, 2, 0, 2, 2, 0]
[2, 0, 0, 2, 2, 2, 2, 0, 2, 2, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[2, 0, 0, 0, 2, 2, 2, 0, 2, 2, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[2, 0, 0, 0, 2, 2, 2, 0, 0, 2, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[2, 0, 0, 0, 2, 2, 2, 0, 2, 2, 0]
[1, 2, 0, 0, 1, 0, 0, 0, 2, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
Solving...
######
instances/ms_38_11.txt,0,19,11,0,0.14784299999999995,222794,270985
