Instancia:  instances/ms_92_9.txt
# Parámetros de la instancia
Número de haplotipos: 92
Número de genotipos: 46
Cantidad de sitios polimórficos: 9
Haplotipos:
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 0, 0, 0, 0, 0]
[1, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 1, 0, 1, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 1, 1, 0, 1]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
Genotipos:
[0, 2, 2, 2, 2, 2, 0, 0, 2]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 2, 2, 2, 2, 2, 0, 0, 2]
[0, 2, 2, 2, 2, 2, 0, 0, 2]
[0, 2, 2, 2, 2, 2, 0, 0, 2]
[0, 2, 2, 2, 2, 0, 0, 0, 0]
[2, 2, 2, 2, 0, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 2, 2, 2, 2, 2, 0, 0, 2]
[0, 2, 2, 2, 2, 2, 0, 0, 2]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 2, 0, 0, 2]
[0, 1, 0, 0, 0, 2, 0, 0, 2]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 2, 0, 0, 2]
[0, 1, 0, 0, 0, 2, 0, 0, 2]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 2, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 2, 2, 2, 2, 2, 0, 0, 2]
[0, 1, 0, 0, 0, 2, 0, 0, 2]
[0, 1, 0, 0, 0, 2, 0, 0, 2]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 2, 2, 2, 2, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 2, 0, 0, 2]
[0, 2, 2, 2, 2, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 2, 0, 0, 2]
[0, 1, 0, 0, 0, 1, 2, 0, 1]
[0, 2, 2, 2, 2, 2, 0, 0, 2]
[0, 2, 2, 2, 0, 0, 0, 0, 0]
[0, 2, 2, 2, 2, 2, 0, 0, 2]
[0, 1, 0, 0, 0, 2, 0, 0, 2]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 2, 2, 2, 2, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 2, 0, 0, 2]
[0, 1, 0, 0, 0, 2, 0, 0, 2]
[0, 1, 0, 0, 0, 2, 0, 0, 2]
[0, 2, 2, 2, 2, 0, 0, 0, 0]
[0, 1, 0, 0, 0, 2, 0, 0, 2]
[0, 2, 2, 2, 2, 0, 0, 0, 0]
[0, 2, 2, 2, 2, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
Solving...
######
instances/ms_92_9.txt,0,46,9,0,1.1617000000000002,2676370,1335791
